,Season,DayNum,Team1,Team2,y,SeedNum1,SeedNum2,SeedDiff
648,2013,135,1241,1254,1,16,16,0
649,2013,135,1129,1247,0,13,13,0
650,2013,136,1112,1125,1,6,11,-5
651,2013,136,1137,1139,0,11,6,5
652,2013,136,1143,1424,1,12,5,7
653,2013,136,1161,1281,1,8,9,-1
654,2013,136,1211,1380,1,1,16,-15
655,2013,136,1217,1307,1,14,3,11
656,2013,136,1257,1299,1,1,16,-15
657,2013,136,1172,1266,0,14,3,11
658,2013,136,1272,1388,1,6,11,-5
659,2013,136,1276,1355,1,4,13,-9
660,2013,136,1277,1434,1,3,14,-11
661,2013,136,1329,1332,0,5,12,-7
662,2013,136,1308,1387,0,13,4,9
663,2013,136,1285,1393,0,13,4,9
664,2013,136,1103,1433,0,12,5,7
665,2013,136,1338,1455,0,8,9,-1
666,2013,137,1153,1166,0,10,7,3
667,2013,137,1107,1181,0,15,2,13
668,2013,137,1195,1207,1,15,2,13
669,2013,137,1196,1322,1,3,14,-11
670,2013,137,1160,1228,0,10,7,3
671,2013,137,1231,1241,1,1,16,-15
672,2013,137,1235,1323,1,10,7,3
673,2013,137,1242,1443,1,1,16,-15
674,2013,137,1243,1247,0,4,13,-9
675,2013,137,1274,1334,1,2,15,-13
676,2013,137,1278,1417,1,11,6,5
677,2013,137,1279,1458,1,12,5,7
678,2013,137,1314,1437,1,8,9,-1
679,2013,137,1233,1326,0,15,2,13
680,2013,137,1328,1361,0,10,7,3
681,2013,137,1301,1396,0,8,9,-1
682,2013,138,1112,1217,1,6,14,-8
683,2013,138,1161,1257,0,8,1,7
684,2013,138,1139,1266,0,6,3,3
685,2013,138,1276,1433,1,4,5,-1
686,2013,138,1272,1277,0,6,3,3
687,2013,138,1332,1387,1,12,4,8
688,2013,138,1143,1393,0,12,4,8
689,2013,138,1211,1455,0,1,9,-8
690,2013,139,1166,1181,0,7,2,5
691,2013,139,1195,1361,1,15,7,8
692,2013,139,1196,1278,1,3,11,-8
693,2013,139,1231,1396,1,1,9,-8
694,2013,139,1242,1314,1,1,8,-7
695,2013,139,1247,1279,1,13,12,1
696,2013,139,1228,1274,0,7,2,5
697,2013,139,1235,1326,0,10,2,8
698,2013,143,1266,1274,1,3,2,1
699,2013,143,1112,1326,0,6,2,4
700,2013,143,1231,1393,0,1,4,-3
701,2013,143,1247,1455,0,13,9,4
702,2013,144,1181,1277,1,2,3,-1
703,2013,144,1195,1196,0,15,3,12
704,2013,144,1257,1332,1,1,12,-11
705,2013,144,1242,1276,0,1,4,-3
706,2013,145,1266,1393,0,3,4,-1
707,2013,145,1326,1455,0,2,9,-7
708,2013,146,1181,1257,0,2,1,1
709,2013,146,1196,1276,0,3,4,-1
710,2013,152,1257,1455,1,1,9,-8
711,2013,152,1276,1393,1,4,4,0
712,2013,154,1257,1276,1,1,4,-3
713,2014,134,1107,1291,1,16,16,0
714,2014,134,1301,1462,1,12,12,0
715,2014,135,1142,1411,1,16,16,0
716,2014,135,1234,1397,0,11,11,0
717,2014,136,1163,1386,1,7,10,-3
718,2014,136,1173,1326,1,11,6,5
719,2014,136,1107,1196,0,16,1,15
720,2014,136,1153,1217,0,5,12,-7
721,2014,136,1257,1264,1,4,13,-9
722,2014,136,1276,1459,1,2,15,-13
723,2014,136,1174,1277,0,13,4,9
724,2014,136,1295,1328,1,12,5,7
725,2014,136,1140,1332,0,10,7,3
726,2014,136,1160,1338,0,8,9,-1
727,2014,136,1308,1361,0,13,4,9
728,2014,136,1301,1387,0,12,5,7
729,2014,136,1393,1444,1,3,14,-11
730,2014,136,1113,1400,0,10,7,3
731,2014,136,1437,1454,1,2,15,-13
732,2014,136,1110,1458,0,15,2,13
733,2014,137,1112,1451,1,1,16,-15
734,2014,137,1124,1304,1,6,11,-5
735,2014,137,1166,1418,1,3,14,-11
736,2014,137,1211,1329,1,8,9,-1
737,2014,137,1235,1300,1,3,14,-11
738,2014,137,1184,1242,0,15,2,13
739,2014,137,1243,1246,0,9,8,1
740,2014,137,1203,1272,0,9,8,1
741,2014,137,1181,1273,0,3,14,-11
742,2014,137,1314,1344,1,6,11,-5
743,2014,137,1372,1433,1,12,5,7
744,2014,137,1307,1390,0,7,10,-3
745,2014,137,1269,1397,0,6,11,-5
746,2014,137,1409,1417,0,13,4,9
747,2014,137,1157,1438,0,16,1,15
748,2014,137,1142,1455,0,16,1,15
749,2014,138,1163,1437,1,7,2,5
750,2014,138,1173,1393,1,11,3,8
751,2014,138,1196,1338,1,1,9,-8
752,2014,138,1257,1387,1,4,5,-1
753,2014,138,1276,1400,1,2,7,-5
754,2014,138,1217,1277,0,12,4,8
755,2014,138,1295,1361,0,12,4,8
756,2014,138,1332,1458,0,7,2,5
757,2014,139,1112,1211,1,1,8,-7
758,2014,139,1124,1166,1,6,3,3
759,2014,139,1235,1314,1,3,6,-3
760,2014,139,1246,1455,1,8,1,7
761,2014,139,1242,1390,0,2,10,-8
762,2014,139,1273,1397,0,14,11,3
763,2014,139,1372,1417,0,12,4,8
764,2014,139,1272,1438,0,8,1,7
765,2014,143,1112,1361,1,1,4,-3
766,2014,143,1173,1390,1,11,10,1
767,2014,143,1196,1417,1,1,4,-3
768,2014,143,1124,1458,0,6,2,4
769,2014,144,1163,1235,1,7,3,4
770,2014,144,1246,1257,1,8,4,4
771,2014,144,1276,1397,1,2,11,-9
772,2014,144,1277,1438,1,4,1,3
773,2014,145,1173,1196,0,11,1,10
774,2014,145,1112,1458,0,1,2,-1
775,2014,146,1163,1277,1,7,4,3
776,2014,146,1246,1276,1,8,2,6
777,2014,152,1163,1196,1,7,1,6
778,2014,152,1246,1458,1,8,2,6
779,2014,154,1163,1246,1,7,8,-1
780,2015,134,1214,1264,1,16,16,0
781,2015,134,1140,1279,0,11,11,0
782,2015,135,1129,1173,0,11,11,0
783,2015,135,1316,1352,0,16,16,0
784,2015,136,1112,1411,1,2,15,-13
785,2015,136,1116,1459,1,5,12,-7
786,2015,136,1139,1400,1,6,11,-5
787,2015,136,1153,1345,1,8,9,-1
788,2015,136,1186,1207,0,13,4,9
789,2015,136,1124,1209,0,3,14,-11
790,2015,136,1214,1246,0,16,1,15
791,2015,136,1261,1301,0,9,8,1
792,2015,136,1217,1314,0,13,4,9
793,2015,136,1318,1323,0,14,3,11
794,2015,136,1326,1433,1,10,7,3
795,2015,136,1235,1412,0,3,14,-11
796,2015,136,1374,1417,0,6,11,-5
797,2015,136,1372,1428,0,12,5,7
798,2015,136,1248,1437,0,16,1,15
799,2015,136,1279,1462,0,11,6,5
800,2015,137,1173,1344,1,11,6,5
801,2015,137,1181,1352,1,1,16,-15
802,2015,137,1211,1295,1,2,15,-13
803,2015,137,1172,1234,0,10,7,3
804,2015,137,1242,1308,1,2,15,-13
805,2015,137,1257,1414,1,4,13,-9
806,2015,137,1268,1434,1,4,13,-9
807,2015,137,1208,1277,0,10,7,3
808,2015,137,1320,1461,1,5,12,-7
809,2015,137,1107,1328,0,14,3,11
810,2015,137,1329,1332,0,9,8,1
811,2015,137,1361,1385,1,8,9,-1
812,2015,137,1125,1438,0,15,2,13
813,2015,137,1138,1452,0,12,5,7
814,2015,137,1231,1455,0,10,7,3
815,2015,137,1157,1458,0,16,1,15
816,2015,138,1112,1326,1,2,10,-8
817,2015,138,1153,1246,0,8,1,7
818,2015,138,1301,1437,1,8,1,7
819,2015,138,1116,1314,0,5,4,1
820,2015,138,1139,1323,0,6,3,3
821,2015,138,1412,1417,0,14,11,3
822,2015,138,1207,1428,0,4,5,-1
823,2015,138,1209,1462,0,14,6,8
824,2015,139,1181,1361,1,1,8,-7
825,2015,139,1211,1234,1,2,7,-5
826,2015,139,1257,1320,1,4,5,-1
827,2015,139,1277,1438,1,7,2,5
828,2015,139,1173,1328,0,11,3,8
829,2015,139,1268,1452,0,4,5,-1
830,2015,139,1242,1455,0,2,7,-5
831,2015,139,1332,1458,0,8,1,7
832,2015,143,1112,1462,1,2,6,-4
833,2015,143,1246,1452,1,1,5,-4
834,2015,143,1323,1455,1,3,7,-4
835,2015,143,1314,1458,0,4,1,3
836,2015,144,1181,1428,1,1,5,-4
837,2015,144,1211,1417,1,2,11,-9
838,2015,144,1257,1301,1,4,8,-4
839,2015,144,1277,1328,1,7,3,4
840,2015,145,1246,1323,1,1,3,-2
841,2015,145,1112,1458,0,2,1,1
842,2015,146,1181,1211,1,1,2,-1
843,2015,146,1257,1277,0,4,7,-3
844,2015,152,1181,1277,1,1,7,-6
845,2015,152,1246,1458,0,1,1,0
846,2015,154,1181,1458,1,1,1,0
847,2016,134,1192,1195,0,16,16,0
848,2016,134,1435,1455,0,11,11,0
849,2016,135,1221,1380,1,16,16,0
850,2016,135,1276,1409,1,11,11,0
851,2016,136,1114,1345,1,12,5,7
852,2016,136,1139,1403,1,9,8,1
853,2016,136,1160,1163,0,8,9,-1
854,2016,136,1181,1423,1,4,13,-9
855,2016,136,1211,1371,1,11,6,5
856,2016,136,1151,1231,0,12,5,7
857,2016,136,1233,1235,0,13,4,9
858,2016,136,1122,1242,0,16,1,15
859,2016,136,1246,1392,1,4,13,-9
860,2016,136,1138,1274,0,14,3,11
861,2016,136,1195,1314,0,16,1,15
862,2016,136,1344,1425,1,9,8,1
863,2016,136,1201,1428,0,14,3,11
864,2016,136,1214,1438,0,16,1,15
865,2016,136,1112,1455,0,6,11,-5
866,2016,136,1124,1463,0,5,12,-7
867,2016,137,1143,1218,0,4,13,-9
868,2016,137,1234,1396,1,7,10,-3
869,2016,137,1268,1355,1,5,12,-7
870,2016,137,1277,1292,0,2,15,-13
871,2016,137,1320,1400,1,11,6,5
872,2016,137,1276,1323,0,11,6,5
873,2016,137,1167,1328,0,15,2,13
874,2016,137,1221,1332,0,16,1,15
875,2016,137,1372,1452,1,14,3,11
876,2016,137,1153,1386,0,9,8,1
877,2016,137,1173,1393,0,7,10,-3
878,2016,137,1401,1453,1,3,14,-11
879,2016,137,1333,1433,0,7,10,-3
880,2016,137,1421,1437,0,15,2,13
881,2016,137,1338,1458,0,10,7,3
882,2016,137,1451,1462,0,15,2,13
883,2016,138,1181,1463,1,4,12,-8
884,2016,138,1211,1428,1,11,3,8
885,2016,138,1231,1246,1,5,4,1
886,2016,138,1114,1235,0,12,4,8
887,2016,138,1163,1242,0,9,1,8
888,2016,138,1274,1455,1,3,11,-8
889,2016,138,1314,1344,1,1,9,-8
890,2016,138,1139,1438,0,9,1,8
891,2016,139,1218,1268,0,13,5,8
892,2016,139,1323,1372,1,6,14,-8
893,2016,139,1328,1433,1,2,10,-8
894,2016,139,1332,1386,1,1,8,-7
895,2016,139,1292,1393,0,15,10,5
896,2016,139,1320,1401,0,11,3,8
897,2016,139,1234,1437,0,7,2,5
898,2016,139,1458,1462,1,7,2,5
899,2016,143,1242,1268,1,1,5,-4
900,2016,143,1328,1401,1,2,3,-1
901,2016,143,1181,1332,0,4,1,3
902,2016,143,1274,1437,0,3,2,1
903,2016,144,1231,1314,0,5,1,4
904,2016,144,1323,1458,1,6,7,-1
905,2016,144,1211,1393,0,11,10,1
906,2016,144,1235,1438,0,4,1,3
907,2016,145,1328,1332,1,2,1,1
908,2016,145,1242,1437,0,1,2,-1
909,2016,146,1314,1323,1,1,6,-5
910,2016,146,1393,1438,1,10,1,9
911,2016,152,1314,1393,1,1,10,-9
912,2016,152,1328,1437,0,2,2,0
913,2016,154,1314,1437,0,1,2,-1
914,2017,134,1243,1448,1,11,11,0
915,2017,134,1291,1309,1,16,16,0
916,2017,135,1300,1413,0,16,16,0
917,2017,135,1344,1425,0,11,11,0
918,2017,136,1112,1315,1,2,15,-13
919,2017,136,1139,1457,1,4,13,-9
920,2017,136,1190,1196,0,13,4,9
921,2017,136,1195,1199,0,14,3,11
922,2017,136,1211,1355,1,1,16,-15
923,2017,136,1235,1305,1,5,12,-7
924,2017,136,1278,1292,0,5,12,-7
925,2017,136,1321,1435,1,8,9,-1
926,2017,136,1323,1343,1,5,12,-7
927,2017,136,1345,1436,1,4,13,-9
928,2017,136,1388,1433,1,7,10,-3
929,2017,136,1291,1437,0,16,1,15
930,2017,136,1423,1438,0,12,5,7
931,2017,136,1137,1452,0,13,4,9
932,2017,136,1439,1458,0,9,8,1
933,2017,136,1268,1462,0,6,11,-5
934,2017,137,1116,1371,1,8,9,-1
935,2017,137,1124,1308,1,3,14,-11
936,2017,137,1153,1243,1,6,11,-5
937,2017,137,1181,1407,1,2,15,-13
938,2017,137,1242,1413,1,1,16,-15
939,2017,137,1246,1297,1,2,15,-13
940,2017,137,1240,1257,0,15,2,13
941,2017,137,1276,1329,1,7,10,-3
942,2017,137,1274,1277,0,8,9,-1
943,2017,137,1314,1411,1,1,16,-15
944,2017,137,1233,1332,0,14,3,11
945,2017,137,1166,1348,0,6,11,-5
946,2017,137,1266,1376,0,10,7,3
947,2017,137,1245,1417,0,14,3,11
948,2017,137,1374,1425,0,6,11,-5
949,2017,137,1173,1455,0,7,10,-3
950,2017,138,1112,1388,1,2,7,-5
951,2017,138,1139,1292,1,4,12,-8
952,2017,138,1196,1438,1,4,5,-1
953,2017,138,1211,1321,1,1,8,-7
954,2017,138,1235,1345,0,5,4,1
955,2017,138,1323,1452,0,5,4,1
956,2017,138,1437,1458,0,1,8,-7
957,2017,138,1199,1462,0,3,11,-8
958,2017,139,1124,1425,1,3,11,-8
959,2017,139,1242,1277,1,1,9,-8
960,2017,139,1246,1455,1,2,10,-8
961,2017,139,1257,1276,0,2,7,-5
962,2017,139,1116,1314,0,8,1,7
963,2017,139,1332,1348,1,3,11,-8
964,2017,139,1181,1376,0,2,7,-5
965,2017,139,1153,1417,0,6,3,3
966,2017,143,1211,1452,1,1,4,-3
967,2017,143,1242,1345,1,1,4,-3
968,2017,143,1276,1332,0,7,3,4
969,2017,143,1112,1462,0,2,11,-9
970,2017,144,1196,1458,1,4,8,-4
971,2017,144,1246,1417,1,2,3,-1
972,2017,144,1139,1314,0,4,1,3
973,2017,144,1124,1376,0,3,7,-4
974,2017,145,1211,1462,1,1,11,-10
975,2017,145,1242,1332,0,1,3,-2
976,2017,146,1246,1314,0,2,1,1
977,2017,146,1196,1376,0,4,7,-3
978,2017,152,1211,1376,1,1,7,-6
979,2017,152,1314,1332,1,1,3,-2
980,2017,154,1211,1314,0,1,1,0
981,2018,134,1254,1347,0,16,16,0
982,2018,134,1382,1417,1,11,11,0
983,2018,135,1113,1393,0,11,11,0
984,2018,135,1300,1411,0,16,16,0
985,2018,136,1104,1439,1,9,8,1
986,2018,136,1112,1138,0,4,13,-9
987,2018,136,1181,1233,1,2,15,-13
988,2018,136,1196,1382,1,6,11,-5
989,2018,136,1211,1422,1,4,13,-9
990,2018,136,1222,1361,1,6,11,-5
991,2018,136,1242,1335,1,1,16,-15
992,2018,136,1172,1246,0,12,5,7
993,2018,136,1260,1274,1,11,6,5
994,2018,136,1276,1285,1,3,14,-11
995,2018,136,1326,1355,1,5,12,-7
996,2018,136,1328,1348,0,10,7,3
997,2018,136,1301,1371,0,9,8,1
998,2018,136,1397,1460,1,3,14,-11
999,2018,136,1372,1403,0,14,3,11
1000,2018,136,1347,1437,0,16,1,15
1001,2018,137,1120,1158,1,4,13,-9
1002,2018,137,1116,1139,0,7,10,-3
1003,2018,137,1153,1209,1,2,15,-13
1004,2018,137,1155,1308,1,5,12,-7
1005,2018,137,1199,1281,1,9,8,1
1006,2018,137,1166,1243,0,8,9,-1
1007,2018,137,1267,1455,1,13,4,9
1008,2018,137,1137,1277,0,14,3,11
1009,2018,137,1305,1400,1,7,10,-3
1010,2018,137,1252,1314,0,15,2,13
1011,2018,137,1168,1345,0,15,2,13
1012,2018,137,1393,1395,1,11,6,5
1013,2018,137,1344,1401,0,10,7,3
1014,2018,137,1420,1438,1,16,1,15
1015,2018,137,1293,1452,0,12,5,7
1016,2018,137,1411,1462,0,16,1,15
1017,2018,138,1181,1348,1,2,7,-5
1018,2018,138,1211,1326,1,4,5,-1
1019,2018,138,1242,1371,1,1,8,-7
1020,2018,138,1138,1246,0,13,5,8
1021,2018,138,1260,1397,1,11,3,8
1022,2018,138,1222,1276,0,6,3,3
1023,2018,138,1196,1403,0,6,3,3
1024,2018,138,1104,1437,0,9,1,8
1025,2018,139,1120,1155,0,4,5,-1
1026,2018,139,1199,1462,1,9,1,8
1027,2018,139,1243,1420,1,9,16,-7
1028,2018,139,1153,1305,0,2,7,-5
1029,2018,139,1139,1345,0,10,2,8
1030,2018,139,1277,1393,0,3,11,-8
1031,2018,139,1314,1401,0,2,7,-5
1032,2018,139,1267,1452,0,13,5,8
1033,2018,143,1199,1211,1,9,4,5
1034,2018,143,1243,1246,1,9,5,4
1035,2018,143,1260,1305,1,11,7,4
1036,2018,143,1276,1401,1,3,7,-4
1037,2018,144,1181,1393,1,2,11,-9
1038,2018,144,1155,1242,0,5,1,4
1039,2018,144,1345,1403,0,2,3,-1
1040,2018,144,1437,1452,1,1,5,-4
1041,2018,145,1243,1260,0,9,11,-2
1042,2018,145,1199,1276,0,9,3,6
1043,2018,146,1181,1242,0,2,1,1
1044,2018,146,1403,1437,0,3,1,2
1045,2018,152,1260,1276,0,11,3,8
1046,2018,152,1242,1437,0,1,1,0
1047,2018,154,1276,1437,0,3,1,2
1048,2019,134,1125,1396,1,11,11,0
1049,2019,134,1192,1341,1,16,16,0
1050,2019,135,1113,1385,1,11,11,0
1051,2019,135,1295,1300,1,16,16,0
1052,2019,136,1120,1308,1,5,12,-7
1053,2019,136,1124,1393,1,9,8,1
1054,2019,136,1196,1305,1,10,7,3
1055,2019,136,1199,1436,1,4,13,-9
1056,2019,136,1192,1211,0,16,1,15
1057,2019,136,1242,1318,1,4,13,-9
1058,2019,136,1101,1246,0,15,2,13
1059,2019,136,1261,1463,1,3,14,-11
1060,2019,136,1125,1268,0,11,6,5
1061,2019,136,1276,1285,1,2,15,-13
1062,2019,136,1133,1277,0,15,2,13
1063,2019,136,1257,1278,0,7,10,-3
1064,2019,136,1266,1293,0,5,12,-7
1065,2019,136,1330,1345,0,14,3,11
1066,2019,136,1388,1437,0,11,6,5
1067,2019,136,1371,1459,0,10,7,3
1068,2019,137,1113,1138,0,11,6,5
1069,2019,137,1181,1295,1,1,16,-15
1070,2019,137,1209,1222,0,14,3,11
1071,2019,137,1153,1234,0,7,10,-3
1072,2019,137,1251,1280,1,12,5,7
1073,2019,137,1233,1314,0,16,1,15
1074,2019,137,1235,1326,0,6,11,-5
1075,2019,137,1279,1328,0,8,9,-1
1076,2019,137,1332,1458,1,12,5,7
1077,2019,137,1159,1397,0,15,2,13
1078,2019,137,1297,1403,0,14,3,11
1079,2019,137,1243,1414,0,4,13,-9
1080,2019,137,1416,1433,1,9,8,1
1081,2019,137,1205,1438,0,16,1,15
1082,2019,137,1387,1439,0,13,4,9
1083,2019,137,1429,1449,0,8,9,-1
1084,2019,138,1120,1242,1,5,4,1
1085,2019,138,1199,1293,1,4,12,-8
1086,2019,138,1124,1211,0,9,1,8
1087,2019,138,1246,1459,1,2,7,-5
1088,2019,138,1261,1268,1,3,6,-3
1089,2019,138,1196,1276,0,10,2,8
1090,2019,138,1277,1278,1,2,10,-8
1091,2019,138,1345,1437,1,3,6,-3
1092,2019,139,1181,1416,1,1,9,-8
1093,2019,139,1222,1326,1,3,11,-8
1094,2019,139,1314,1449,1,1,9,-8
1095,2019,139,1332,1414,1,12,13,-1
1096,2019,139,1234,1397,0,10,2,8
1097,2019,139,1138,1403,0,6,3,3
1098,2019,139,1328,1438,0,9,1,8
1099,2019,139,1251,1439,0,12,4,8
1100,2019,143,1199,1211,0,4,1,3
1101,2019,143,1345,1397,1,3,2,1
1102,2019,143,1276,1403,0,2,3,-1
1103,2019,143,1332,1438,0,12,1,11
1104,2019,144,1120,1314,1,5,1,4
1105,2019,144,1181,1439,1,1,4,-3
1106,2019,144,1222,1246,0,3,2,1
1107,2019,144,1261,1277,0,3,2,1
1108,2019,145,1211,1403,0,1,3,-2
1109,2019,145,1345,1438,0,3,1,2
1110,2019,146,1120,1246,1,5,2,3
1111,2019,146,1181,1277,0,1,2,-1
1112,2019,152,1277,1403,0,2,3,-1
1113,2019,152,1120,1438,0,5,1,4
1114,2019,154,1403,1438,0,3,1,2
1115,2021,136,1179,1455,1,11,11,0
1116,2021,136,1111,1313,0,16,16,0
1117,2021,136,1291,1411,0,16,16,0
1118,2021,136,1277,1417,0,11,11,0
1119,2021,137,1116,1159,1,3,14,-11
1120,2021,137,1124,1216,1,1,16,-15
1121,2021,137,1196,1439,1,7,10,-3
1122,2021,137,1156,1222,0,15,2,13
1123,2021,137,1180,1228,0,16,1,15
1124,2021,137,1210,1260,0,9,8,1
1125,2021,137,1317,1345,1,13,4,9
1126,2021,137,1251,1329,0,13,4,9
1127,2021,137,1326,1331,0,2,15,-13
1128,2021,137,1333,1397,1,12,5,7
1129,2021,137,1155,1353,0,7,10,-3
1130,2021,137,1361,1393,0,6,11,-5
1131,2021,137,1403,1429,1,6,11,-5
1132,2021,137,1437,1457,1,5,12,-7
1133,2021,137,1287,1452,0,14,3,11
1134,2021,137,1314,1458,0,8,9,-1
1135,2021,138,1101,1400,1,14,3,11
1136,2021,138,1104,1233,1,2,15,-13
1137,2021,138,1160,1207,1,5,12,-7
1138,2021,138,1166,1364,1,5,12,-7
1139,2021,138,1199,1422,1,4,13,-9
1140,2021,138,1211,1313,1,1,16,-15
1141,2021,138,1213,1234,0,15,2,13
1142,2021,138,1186,1242,0,14,3,11
1143,2021,138,1261,1382,1,8,9,-1
1144,2021,138,1163,1268,0,7,10,-3
1145,2021,138,1276,1411,1,1,16,-15
1146,2021,138,1325,1438,1,13,4,9
1147,2021,138,1281,1328,0,9,8,1
1148,2021,138,1140,1417,0,6,11,-5
1149,2021,138,1179,1425,0,11,6,5
1150,2021,139,1116,1403,1,3,6,-3
1151,2021,139,1124,1458,1,1,9,-8
1152,2021,139,1222,1353,1,2,10,-8
1153,2021,139,1228,1260,0,1,8,-7
1154,2021,139,1196,1331,0,7,15,-8
1155,2021,139,1329,1333,0,4,12,-8
1156,2021,139,1393,1452,1,11,3,8
1157,2021,139,1317,1437,0,13,5,8
1158,2021,140,1104,1268,1,2,10,-8
1159,2021,140,1166,1325,1,5,13,-8
1160,2021,140,1160,1199,0,5,4,1
1161,2021,140,1211,1328,1,1,8,-7
1162,2021,140,1261,1276,0,8,1,7
1163,2021,140,1234,1332,0,2,7,-5
1164,2021,140,1101,1417,0,14,11,3
1165,2021,140,1242,1425,0,3,6,-3
1166,2021,145,1116,1331,1,3,15,-12
1167,2021,145,1124,1437,1,1,5,-4
1168,2021,145,1222,1393,1,2,11,-9
1169,2021,145,1260,1333,0,8,12,-4
1170,2021,146,1166,1211,0,5,1,4
1171,2021,146,1199,1276,0,4,1,3
1172,2021,146,1104,1417,0,2,11,-9
1173,2021,146,1332,1425,0,7,6,1
1174,2021,147,1116,1124,0,3,1,2
1175,2021,147,1222,1333,1,2,12,-10
1176,2021,148,1211,1425,1,1,6,-5
1177,2021,148,1276,1417,0,1,11,-10
1178,2021,152,1124,1222,1,1,2,-1
1179,2021,152,1211,1417,1,1,11,-10
1180,2021,154,1124,1211,1,1,1,0
1181,2022,134,1231,1461,1,12,12,0
1182,2022,134,1394,1411,0,16,16,0
1183,2022,135,1323,1353,1,11,11,0
1184,2022,135,1136,1460,0,16,16,0
1185,2022,136,1116,1436,1,4,13,-9
1186,2022,136,1124,1313,1,1,16,-15
1187,2022,136,1166,1361,1,9,8,1
1188,2022,136,1209,1211,0,16,1,15
1189,2022,136,1242,1411,1,1,16,-15
1190,2022,136,1129,1272,0,8,9,-1
1191,2022,136,1161,1276,0,6,11,-5
1192,2022,136,1293,1362,1,7,10,-3
1193,2022,136,1163,1308,0,5,12,-7
1194,2022,136,1266,1314,0,9,8,1
1195,2022,136,1344,1355,1,4,13,-9
1196,2022,136,1234,1350,0,5,12,-7
1197,2022,136,1231,1388,0,12,5,7
1198,2022,136,1246,1389,0,2,15,-13
1199,2022,136,1255,1397,0,14,3,11
1200,2022,136,1103,1417,0,13,4,9
1201,2022,137,1112,1460,1,1,16,-15
1202,2022,137,1120,1240,1,2,15,-13
1203,2022,137,1168,1181,0,15,2,13
1204,2022,137,1222,1412,1,5,12,-7
1205,2022,137,1151,1228,0,13,4,9
1206,2022,137,1235,1261,1,11,6,5
1207,2022,137,1274,1425,1,10,7,3
1208,2022,137,1172,1277,0,10,7,3
1209,2022,137,1104,1323,0,6,11,-5
1210,2022,137,1260,1326,0,10,7,3
1211,2022,137,1345,1463,1,3,14,-11
1212,2022,137,1371,1395,0,8,9,-1
1213,2022,137,1400,1439,1,6,11,-5
1214,2022,137,1286,1403,0,14,3,11
1215,2022,137,1174,1437,0,15,2,13
1216,2022,137,1159,1458,0,14,3,11
1217,2022,138,1116,1308,1,4,12,-8
1218,2022,138,1211,1272,1,1,9,-8
1219,2022,138,1166,1242,0,9,1,8
1220,2022,138,1276,1397,1,11,3,8
1221,2022,138,1124,1314,0,1,8,-7
1222,2022,138,1344,1350,1,4,12,-8
1223,2022,138,1293,1389,0,7,15,-8
1224,2022,138,1388,1417,0,5,4,1
1225,2022,139,1112,1395,1,1,9,-8
1226,2022,139,1181,1277,1,2,7,-5
1227,2022,139,1222,1228,1,5,4,1
1228,2022,139,1235,1458,1,11,3,8
1229,2022,139,1120,1274,0,2,10,-8
1230,2022,139,1345,1400,1,3,6,-3
1231,2022,139,1323,1403,0,11,3,8
1232,2022,139,1326,1437,0,7,2,5
1233,2022,143,1116,1211,1,4,1,3
1234,2022,143,1181,1403,1,2,3,-1
1235,2022,143,1112,1222,0,1,5,-4
1236,2022,143,1276,1437,0,11,2,9
1237,2022,144,1242,1344,1,1,4,-3
1238,2022,144,1235,1274,0,11,10,1
1239,2022,144,1314,1417,1,8,4,4
1240,2022,144,1345,1389,0,3,15,-12
1241,2022,145,1116,1181,0,4,2,2
1242,2022,145,1222,1437,0,5,2,3
1243,2022,146,1242,1274,1,1,10,-9
1244,2022,146,1314,1389,1,8,15,-7
1245,2022,152,1242,1437,1,1,2,-1
1246,2022,152,1181,1314,0,2,8,-6
1247,2022,154,1242,1314,1,1,8,-7
1248,2023,134,1280,1338,0,11,11,0
1249,2023,134,1369,1394,0,16,16,0
1250,2023,135,1113,1305,1,11,11,0
1251,2023,135,1192,1411,1,16,16,0
1252,2023,136,1104,1394,1,1,16,-15
1253,2023,136,1116,1228,1,8,9,-1
1254,2023,136,1120,1234,1,9,8,1
1255,2023,136,1181,1331,1,5,12,-7
1256,2023,136,1202,1438,1,13,4,9
1257,2023,136,1222,1297,1,1,16,-15
1258,2023,136,1224,1242,0,16,1,15
1259,2023,136,1268,1452,1,8,9,-1
1260,2023,136,1281,1429,1,7,10,-3
1261,2023,136,1129,1321,0,10,7,3
1262,2023,136,1336,1401,1,10,7,3
1263,2023,136,1112,1343,0,2,15,-13
1264,2023,136,1158,1361,0,12,5,7
1265,2023,136,1397,1418,1,4,13,-9
1266,2023,136,1159,1400,0,15,2,13
1267,2023,136,1417,1421,1,2,15,-13
1268,2023,137,1124,1364,1,3,14,-11
1269,2023,137,1163,1233,1,4,13,-9
1270,2023,137,1166,1301,1,6,11,-5
1271,2023,137,1192,1345,1,16,1,15
1272,2023,137,1194,1272,1,9,8,1
1273,2023,137,1211,1213,1,3,14,-11
1274,2023,137,1231,1245,1,4,13,-9
1275,2023,137,1243,1286,1,3,14,-11
1276,2023,137,1246,1344,1,6,11,-5
1277,2023,137,1266,1436,1,2,15,-13
1278,2023,137,1179,1274,0,12,5,7
1279,2023,137,1277,1425,1,7,10,-3
1280,2023,137,1235,1338,0,6,11,-5
1281,2023,137,1388,1433,1,5,12,-7
1282,2023,137,1113,1395,0,11,6,5
1283,2023,137,1244,1462,0,14,3,11
