name,pbt1,t1,pbt2,t2,pbt3,t3,points,ind,pbt,wonprevious,triple,TSID
Benito van de Pas,501,20,481,T20,421,T20,60,t2pt,481,0,1,103
Benito van de Pas,501,20,481,T20,421,T20,60,t3pt,421,0,1,103
Benito van de Pas,361,20,341,3,338,19,20,t1pt,361,0,0,103
Benito van de Pas,361,20,341,3,338,19,3,t2pt,341,0,0,103
Benito van de Pas,361,20,341,3,338,19,19,t3pt,338,0,0,103
Benito van de Pas,319,20,299,Bounce out,299,19,20,t1pt,319,0,0,103
Benito van de Pas,319,20,299,Bounce out,299,19,0,t2pt,299,0,0,103
Benito van de Pas,319,20,299,Bounce out,299,19,19,t3pt,299,0,0,103
Benito van de Pas,280,5,275,7,268,18,5,t1pt,280,0,0,103
Benito van de Pas,280,5,275,7,268,18,7,t2pt,275,0,0,103
Benito van de Pas,280,5,275,7,268,18,18,t3pt,268,0,0,103
Benito van de Pas,250,T20,190,20,170,T20,60,t1pt,250,0,1,103
Benito van de Pas,250,T20,190,20,170,T20,20,t2pt,190,0,0,103
Benito van de Pas,501,T20,441,T20,381,20,60,t1pt,501,1,1,104
Benito van de Pas,501,T20,441,T20,381,20,60,t2pt,441,1,1,104
Benito van de Pas,501,T20,441,T20,381,20,20,t3pt,381,1,0,104
Benito van de Pas,361,T20,301,T20,241,20,60,t1pt,361,1,1,104
Benito van de Pas,361,T20,301,T20,241,20,60,t2pt,301,1,1,104
Benito van de Pas,361,T20,301,T20,241,20,20,t3pt,241,1,0,104
Benito van de Pas,221,20,201,19,182,18,20,t1pt,221,1,0,104
Benito van de Pas,221,20,201,19,182,18,19,t2pt,201,1,0,104
Benito van de Pas,221,20,201,19,182,18,18,t3pt,182,1,0,104
Benito van de Pas,501,Bounce out,501,20,481,20,0,t1pt,501,0,0,105
Benito van de Pas,501,Bounce out,501,20,481,20,20,t2pt,501,0,0,105
Benito van de Pas,501,Bounce out,501,20,481,20,20,t3pt,481,0,0,105
Benito van de Pas,461,20,441,T20,381,T20,20,t1pt,461,0,0,105
Benito van de Pas,461,20,441,T20,381,T20,60,t2pt,441,0,1,105
Benito van de Pas,461,20,441,T20,381,T20,60,t3pt,381,0,1,105
Benito van de Pas,321,20,301,19,282,19,20,t1pt,321,0,0,105
Benito van de Pas,321,20,301,19,282,19,19,t2pt,301,0,0,105
Benito van de Pas,321,20,301,19,282,19,19,t3pt,282,0,0,105
Benito van de Pas,263,20,243,19,224,18,20,t1pt,263,0,0,105
Benito van de Pas,263,20,243,19,224,18,19,t2pt,243,0,0,105
Benito van de Pas,263,20,243,19,224,18,18,t3pt,224,0,0,105
Benito van de Pas,206,T20,146,T5,131,20,60,t1pt,206,0,1,105
Benito van de Pas,501,20,481,T19,424,19,20,t1pt,501,0,0,106
Benito van de Pas,501,20,481,T19,424,19,57,t2pt,481,0,1,106
Benito van de Pas,501,20,481,T19,424,19,19,t3pt,424,0,0,106
Benito van de Pas,405,T20,345,T20,285,Bounce out,60,t1pt,405,0,1,106
Benito van de Pas,405,T20,345,T20,285,Bounce out,60,t2pt,345,0,1,106
Benito van de Pas,405,T20,345,T20,285,Bounce out,0,t3pt,285,0,0,106
Benito van de Pas,285,20,265,19,246,19,20,t1pt,285,0,0,106
Benito van de Pas,285,20,265,19,246,19,19,t2pt,265,0,0,106
Benito van de Pas,285,20,265,19,246,19,19,t3pt,246,0,0,106
Benito van de Pas,227,20,207,19,188,T19,20,t1pt,227,0,0,106
Benito van de Pas,227,20,207,19,188,T19,19,t2pt,207,0,0,106
Benito van de Pas,227,20,207,19,188,T19,57,t3pt,188,0,1,106
Benito van de Pas,501,T20,441,7,434,T4,60,t1pt,501,0,1,107
Benito van de Pas,501,T20,441,7,434,T4,7,t2pt,441,0,0,107
Benito van de Pas,501,T20,441,7,434,T4,12,t3pt,434,0,0,107
Benito van de Pas,422,T20,362,20,342,20,60,t1pt,422,0,1,107
Benito van de Pas,422,T20,362,20,342,20,20,t2pt,362,0,0,107
Benito van de Pas,422,T20,362,20,342,20,20,t3pt,342,0,0,107
Benito van de Pas,322,20,302,T5,287,20,20,t1pt,322,0,0,107
Benito van de Pas,322,20,302,T5,287,20,15,t2pt,302,0,0,107
Benito van de Pas,322,20,302,T5,287,20,20,t3pt,287,0,0,107
Benito van de Pas,267,T20,207,20,187,17,60,t1pt,267,0,1,107
Benito van de Pas,267,T20,207,20,187,17,20,t2pt,207,0,0,107
Benito van de Pas,267,T20,207,20,187,17,17,t3pt,187,0,0,107
Benito van de Pas,501,20,481,19,462,T19,20,t1pt,501,0,0,108
Benito van de Pas,501,20,481,19,462,T19,19,t2pt,481,0,0,108
Benito van de Pas,501,20,481,19,462,T19,57,t3pt,462,0,1,108
Benito van de Pas,405,20,385,T19,328,18,20,t1pt,405,0,0,108
Benito van de Pas,405,20,385,T19,328,18,57,t2pt,385,0,1,108
Benito van de Pas,405,20,385,T19,328,18,18,t3pt,328,0,0,108
Benito van de Pas,310,T20,250,20,230,Bounce out,60,t1pt,310,0,1,108
Benito van de Pas,310,T20,250,20,230,Bounce out,20,t2pt,250,0,0,108
Benito van de Pas,310,T20,250,20,230,Bounce out,0,t3pt,230,0,0,108
Benito van de Pas,230,20,210,T20,150,T20,20,t1pt,230,0,0,108
Benito van de Pas,230,20,210,T20,150,T20,60,t2pt,210,0,1,108
Benito van de Pas,501,20,481,20,461,20,20,t1pt,501,0,0,109
Benito van de Pas,501,20,481,20,461,20,20,t2pt,481,0,0,109
Benito van de Pas,501,20,481,20,461,20,20,t3pt,461,0,0,109
Benito van de Pas,441,T20,381,Bounce out,381,20,60,t1pt,441,0,1,109
Benito van de Pas,441,T20,381,Bounce out,381,20,0,t2pt,381,0,0,109
Benito van de Pas,441,T20,381,Bounce out,381,20,20,t3pt,381,0,0,109
Benito van de Pas,361,20,341,T20,281,T19,20,t1pt,361,0,0,109
Benito van de Pas,361,20,341,T20,281,T19,60,t2pt,341,0,1,109
Benito van de Pas,361,20,341,T20,281,T19,57,t3pt,281,0,1,109
Benito van de Pas,224,20,204,20,184,20,20,t1pt,224,0,0,109
Benito van de Pas,224,20,204,20,184,20,20,t2pt,204,0,0,109
Benito van de Pas,224,20,204,20,184,20,20,t3pt,184,0,0,109
Benito van de Pas,501,T20,441,20,421,T19,60,t1pt,501,1,1,110
Benito van de Pas,501,T20,441,20,421,T19,20,t2pt,441,1,0,110
Benito van de Pas,501,T20,441,20,421,T19,57,t3pt,421,1,1,110
Benito van de Pas,364,20,344,T5,329,T20,20,t1pt,364,1,0,110
Benito van de Pas,364,20,344,T5,329,T20,15,t2pt,344,1,0,110
Benito van de Pas,364,20,344,T5,329,T20,60,t3pt,329,1,1,110
Benito van de Pas,269,T20,209,20,189,T19,60,t1pt,269,1,1,110
Benito van de Pas,269,T20,209,20,189,T19,20,t2pt,209,1,0,110
Benito van de Pas,269,T20,209,20,189,T19,57,t3pt,189,1,1,110
Benito van de Pas,501,20,481,T20,421,20,20,t1pt,501,0,0,111
Benito van de Pas,501,20,481,T20,421,20,60,t2pt,481,0,1,111
Benito van de Pas,501,20,481,T20,421,20,20,t3pt,421,0,0,111
Benito van de Pas,401,20,381,T19,324,T19,20,t1pt,401,0,0,111
Benito van de Pas,401,20,381,T19,324,T19,57,t2pt,381,0,1,111
Benito van de Pas,401,20,381,T19,324,T19,57,t3pt,324,0,1,111
Benito van de Pas,267,T20,207,T20,147,1,60,t1pt,267,0,1,111
Benito van de Pas,267,T20,207,T20,147,1,60,t2pt,207,0,1,111
Benito van de Pas,501,T20,441,19,422,18,60,t1pt,501,0,1,112
Benito van de Pas,501,T20,441,19,422,18,19,t2pt,441,0,0,112
Benito van de Pas,501,T20,441,19,422,18,18,t3pt,422,0,0,112
Benito van de Pas,404,T20,344,T20,284,T20,60,t1pt,404,0,1,112
Benito van de Pas,404,T20,344,T20,284,T20,60,t2pt,344,0,1,112
Benito van de Pas,404,T20,344,T20,284,T20,60,t3pt,284,0,1,112
Benito van de Pas,224,1,223,T19,166,T19,1,t1pt,224,0,0,112
Benito van de Pas,224,1,223,T19,166,T19,57,t2pt,223,0,1,112
Benito van de Pas,501,20,481,T20,421,20,20,t1pt,501,1,0,113
Benito van de Pas,501,20,481,T20,421,20,60,t2pt,481,1,1,113
Benito van de Pas,501,20,481,T20,421,20,20,t3pt,421,1,0,113
Benito van de Pas,401,20,381,T19,324,T19,20,t1pt,401,1,0,113
Benito van de Pas,401,20,381,T19,324,T19,57,t2pt,381,1,1,113
Benito van de Pas,401,20,381,T19,324,T19,57,t3pt,324,1,1,113
Benito van de Pas,267,T20,207,20,187,17,60,t1pt,267,1,1,113
Benito van de Pas,267,T20,207,20,187,17,20,t2pt,207,1,0,113
Benito van de Pas,267,T20,207,20,187,17,17,t3pt,187,1,0,113
Benito van de Pas,501,20,481,T20,421,20,20,t1pt,501,1,0,114
Benito van de Pas,501,20,481,T20,421,20,60,t2pt,481,1,1,114
Benito van de Pas,501,20,481,T20,421,20,20,t3pt,421,1,0,114
Benito van de Pas,401,20,381,T20,321,T20,20,t1pt,401,1,0,114
Benito van de Pas,401,20,381,T20,321,T20,60,t2pt,381,1,1,114
Benito van de Pas,401,20,381,T20,321,T20,60,t3pt,321,1,1,114
Benito van de Pas,261,20,241,20,221,T20,20,t1pt,261,1,0,114
Benito van de Pas,261,20,241,20,221,T20,20,t2pt,241,1,0,114
Benito van de Pas,261,20,241,20,221,T20,60,t3pt,221,1,1,114
Benito van de Pas,501,20,481,20,461,19,20,t1pt,501,1,0,115
Benito van de Pas,501,20,481,20,461,19,20,t2pt,481,1,0,115
Benito van de Pas,501,20,481,20,461,19,19,t3pt,461,1,0,115
Benito van de Pas,442,T20,382,20,362,T20,60,t1pt,442,1,1,115
Benito van de Pas,442,T20,382,20,362,T20,20,t2pt,382,1,0,115
Benito van de Pas,442,T20,382,20,362,T20,60,t3pt,362,1,1,115
Benito van de Pas,302,5,297,Bounce out,297,19,5,t1pt,302,1,0,115
Benito van de Pas,302,5,297,Bounce out,297,19,0,t2pt,297,1,0,115
Benito van de Pas,302,5,297,Bounce out,297,19,19,t3pt,297,1,0,115
Benito van de Pas,278,T20,218,T20,158,T20,60,t1pt,278,1,1,115
Benito van de Pas,278,T20,218,T20,158,T20,60,t2pt,218,1,1,115
Benito van de Pas,501,20,481,19,462,19,20,t1pt,501,1,0,116
Benito van de Pas,501,20,481,19,462,19,19,t2pt,481,1,0,116
Benito van de Pas,501,20,481,19,462,19,19,t3pt,462,1,0,116
Benito van de Pas,443,20,423,20,403,19,20,t1pt,443,1,0,116
Benito van de Pas,443,20,423,20,403,19,20,t2pt,423,1,0,116
Benito van de Pas,443,20,423,20,403,19,19,t3pt,403,1,0,116
Benito van de Pas,384,5,379,20,359,5,5,t1pt,384,1,0,116
Benito van de Pas,384,5,379,20,359,5,20,t2pt,379,1,0,116
Benito van de Pas,384,5,379,20,359,5,5,t3pt,359,1,0,116
Benito van de Pas,354,20,334,T20,274,20,20,t1pt,354,1,0,116
Benito van de Pas,354,20,334,T20,274,20,60,t2pt,334,1,1,116
Benito van de Pas,354,20,334,T20,274,20,20,t3pt,274,1,0,116
Benito van de Pas,254,T20,194,T20,134,20,60,t1pt,254,1,1,116
Benito van de Pas,254,T20,194,T20,134,20,60,t2pt,194,1,1,116
Benito van de Pas,501,20,481,T20,421,T20,20,t1pt,501,0,0,117
Benito van de Pas,501,20,481,T20,421,T20,60,t2pt,481,0,1,117
Benito van de Pas,501,20,481,T20,421,T20,60,t3pt,421,0,1,117
Benito van de Pas,361,Bounce out,361,T20,301,T20,0,t1pt,361,0,0,117
Benito van de Pas,361,Bounce out,361,T20,301,T20,60,t2pt,361,0,1,117
Benito van de Pas,361,Bounce out,361,T20,301,T20,60,t3pt,301,0,1,117
Benito van de Pas,241,T20,181,T20,121,4,60,t1pt,241,0,1,117
Benito van de Pas,241,T20,181,T20,121,4,60,t2pt,181,0,1,117
Benito van de Pas,501,20,481,1,480,T20,20,t1pt,501,1,0,118
Benito van de Pas,501,20,481,1,480,T20,1,t2pt,481,1,0,118
Benito van de Pas,501,20,481,1,480,T20,60,t3pt,480,1,1,118
Benito van de Pas,420,20,400,20,380,20,20,t1pt,420,1,0,118
Benito van de Pas,420,20,400,20,380,20,20,t2pt,400,1,0,118
Benito van de Pas,420,20,400,20,380,20,20,t3pt,380,1,0,118
Benito van de Pas,360,5,355,T19,298,19,5,t1pt,360,1,0,118
Benito van de Pas,360,5,355,T19,298,19,57,t2pt,355,1,1,118
Benito van de Pas,360,5,355,T19,298,19,19,t3pt,298,1,0,118
Benito van de Pas,279,T20,219,T20,159,20,60,t1pt,279,1,1,118
Benito van de Pas,279,T20,219,T20,159,20,60,t2pt,219,1,1,118
Benito van de Pas,501,20,481,Bounce out,481,20,20,t1pt,501,0,0,119
Benito van de Pas,501,20,481,Bounce out,481,20,0,t2pt,481,0,0,119
Benito van de Pas,501,20,481,Bounce out,481,20,20,t3pt,481,0,0,119
Benito van de Pas,461,20,441,T20,381,T20,20,t1pt,461,0,0,119
Benito van de Pas,461,20,441,T20,381,T20,60,t2pt,441,0,1,119
Benito van de Pas,461,20,441,T20,381,T20,60,t3pt,381,0,1,119
Benito van de Pas,321,Bounce out,321,20,301,20,0,t1pt,321,0,0,119
Benito van de Pas,321,Bounce out,321,20,301,20,20,t2pt,321,0,0,119
Benito van de Pas,321,Bounce out,321,20,301,20,20,t3pt,301,0,0,119
Benito van de Pas,281,T20,221,19,202,T18,60,t1pt,281,0,1,119
Benito van de Pas,281,T20,221,19,202,T18,19,t2pt,221,0,0,119
Benito van de Pas,281,T20,221,19,202,T18,54,t3pt,202,0,1,119
Benito van de Pas,501,T20,441,T20,381,T20,60,t1pt,501,0,1,120
Benito van de Pas,501,T20,441,T20,381,T20,60,t2pt,441,0,1,120
Benito van de Pas,501,T20,441,T20,381,T20,60,t3pt,381,0,1,120
Benito van de Pas,321,1,320,20,300,T20,1,t1pt,321,0,0,120
Benito van de Pas,321,1,320,20,300,T20,20,t2pt,320,0,0,120
Benito van de Pas,321,1,320,20,300,T20,60,t3pt,300,0,1,120
Benito van de Pas,240,20,220,20,200,20,20,t1pt,240,0,0,120
Benito van de Pas,240,20,220,20,200,20,20,t2pt,220,0,0,120
Benito van de Pas,240,20,220,20,200,20,20,t3pt,200,0,0,120
Benito van de Pas,180,20,160,5,155,5,20,t1pt,180,0,0,120
Benito van de Pas,501,20,481,19,462,T18,20,t1pt,501,0,0,121
Benito van de Pas,501,20,481,19,462,T18,19,t2pt,481,0,0,121
Benito van de Pas,501,20,481,19,462,T18,54,t3pt,462,0,1,121
Benito van de Pas,408,20,388,T20,328,T20,20,t1pt,408,0,0,121
Benito van de Pas,408,20,388,T20,328,T20,60,t2pt,388,0,1,121
Benito van de Pas,408,20,388,T20,328,T20,60,t3pt,328,0,1,121
Benito van de Pas,268,T5,253,T20,193,20,15,t1pt,268,0,0,121
Benito van de Pas,268,T5,253,T20,193,20,60,t2pt,253,0,1,121
Benito van de Pas,268,T5,253,T20,193,20,20,t3pt,193,0,0,121
Benito van de Pas,501,20,481,T20,421,20,20,t1pt,501,0,0,122
Benito van de Pas,501,20,481,T20,421,20,60,t2pt,481,0,1,122
Benito van de Pas,501,20,481,T20,421,20,20,t3pt,421,0,0,122
Benito van de Pas,401,T20,341,T20,281,20,60,t1pt,401,0,1,122
Benito van de Pas,401,T20,341,T20,281,20,60,t2pt,341,0,1,122
Benito van de Pas,401,T20,341,T20,281,20,20,t3pt,281,0,0,122
Benito van de Pas,261,T20,201,20,181,20,60,t1pt,261,0,1,122
Benito van de Pas,261,T20,201,20,181,20,20,t2pt,201,0,0,122
Benito van de Pas,261,T20,201,20,181,20,20,t3pt,181,0,0,122
Benito van de Pas,501,T20,441,5,436,19,60,t1pt,501,1,1,123
Benito van de Pas,501,T20,441,5,436,19,5,t2pt,441,1,0,123
Benito van de Pas,501,T20,441,5,436,19,19,t3pt,436,1,0,123
Benito van de Pas,417,T20,357,Bounce out,357,20,60,t1pt,417,1,1,123
Benito van de Pas,417,T20,357,Bounce out,357,20,0,t2pt,357,1,0,123
Benito van de Pas,417,T20,357,Bounce out,357,20,20,t3pt,357,1,0,123
Benito van de Pas,337,20,317,T5,302,T20,20,t1pt,337,1,0,123
Benito van de Pas,337,20,317,T5,302,T20,15,t2pt,317,1,0,123
Benito van de Pas,337,20,317,T5,302,T20,60,t3pt,302,1,1,123
Benito van de Pas,242,T1,239,20,219,T20,3,t1pt,242,1,0,123
Benito van de Pas,242,T1,239,20,219,T20,20,t2pt,239,1,0,123
Benito van de Pas,242,T1,239,20,219,T20,60,t3pt,219,1,1,123
Benito van de Pas,501,20,481,19,462,T19,20,t1pt,501,1,0,124
Benito van de Pas,501,20,481,19,462,T19,19,t2pt,481,1,0,124
Benito van de Pas,501,20,481,19,462,T19,57,t3pt,462,1,1,124
Benito van de Pas,405,20,385,T20,325,20,20,t1pt,405,1,0,124
Benito van de Pas,405,20,385,T20,325,20,60,t2pt,385,1,1,124
Benito van de Pas,405,20,385,T20,325,20,20,t3pt,325,1,0,124
Benito van de Pas,305,T20,245,T20,185,T20,60,t1pt,305,1,1,124
Benito van de Pas,305,T20,245,T20,185,T20,60,t2pt,245,1,1,124
Benito van de Pas,305,T20,245,T20,185,T20,60,t3pt,185,1,1,124
Benito van de Pas,501,T5,486,20,466,19,15,t1pt,501,1,0,125
Benito van de Pas,501,T5,486,20,466,19,20,t2pt,486,1,0,125
Benito van de Pas,501,T5,486,20,466,19,19,t3pt,466,1,0,125
Benito van de Pas,447,20,427,20,407,1,20,t1pt,447,1,0,125
Benito van de Pas,447,20,427,20,407,1,20,t2pt,427,1,0,125
Benito van de Pas,447,20,427,20,407,1,1,t3pt,407,1,0,125
Benito van de Pas,406,20,386,20,366,T20,20,t1pt,406,1,0,125
Benito van de Pas,406,20,386,20,366,T20,20,t2pt,386,1,0,125
Benito van de Pas,406,20,386,20,366,T20,60,t3pt,366,1,1,125
Benito van de Pas,306,19,287,T20,227,20,19,t1pt,306,1,0,125
Benito van de Pas,306,19,287,T20,227,20,60,t2pt,287,1,1,125
Benito van de Pas,306,19,287,T20,227,20,20,t3pt,227,1,0,125
Benito van de Pas,207,20,187,20,167,20,20,t1pt,207,1,0,125
Benito van de Pas,207,20,187,20,167,20,20,t2pt,187,1,0,125
Benito van de Pas,501,20,481,20,461,7,20,t1pt,501,0,0,126
Benito van de Pas,501,20,481,20,461,7,20,t2pt,481,0,0,126
Benito van de Pas,501,20,481,20,461,7,7,t3pt,461,0,0,126
Benito van de Pas,454,20,434,19,415,18,20,t1pt,454,0,0,126
Benito van de Pas,454,20,434,19,415,18,19,t2pt,434,0,0,126
Benito van de Pas,454,20,434,19,415,18,18,t3pt,415,0,0,126
Benito van de Pas,397,5,392,19,373,18,5,t1pt,397,0,0,126
Benito van de Pas,397,5,392,19,373,18,19,t2pt,392,0,0,126
Benito van de Pas,397,5,392,19,373,18,18,t3pt,373,0,0,126
Benito van de Pas,355,T20,295,T19,238,T19,60,t1pt,355,0,1,126
Benito van de Pas,355,T20,295,T19,238,T19,57,t2pt,295,0,1,126
Benito van de Pas,355,T20,295,T19,238,T19,57,t3pt,238,0,1,126
Benito van de Pas,181,20,161,19,142,T18,20,t1pt,181,0,0,126
Benito van de Pas,501,T20,441,T20,381,19,60,t1pt,501,1,1,127
Benito van de Pas,501,T20,441,T20,381,19,60,t2pt,441,1,1,127
Benito van de Pas,501,T20,441,T20,381,19,19,t3pt,381,1,0,127
Benito van de Pas,362,T20,302,19,283,19,60,t1pt,362,1,1,127
Benito van de Pas,362,T20,302,19,283,19,19,t2pt,302,1,0,127
Benito van de Pas,362,T20,302,19,283,19,19,t3pt,283,1,0,127
Benito van de Pas,264,T5,249,T20,189,19,15,t1pt,264,1,0,127
Benito van de Pas,264,T5,249,T20,189,19,60,t2pt,249,1,1,127
Benito van de Pas,264,T5,249,T20,189,19,19,t3pt,189,1,0,127
Benito van de Pas,501,20,481,T20,421,T20,20,t1pt,501,0,0,128
Benito van de Pas,501,20,481,T20,421,T20,60,t2pt,481,0,1,128
Benito van de Pas,501,20,481,T20,421,T20,60,t3pt,421,0,1,128
Benito van de Pas,361,20,341,20,321,T3,20,t1pt,361,0,0,128
Benito van de Pas,361,20,341,20,321,T3,20,t2pt,341,0,0,128
Benito van de Pas,361,20,341,20,321,T3,9,t3pt,321,0,0,128
Benito van de Pas,312,20,292,20,272,20,20,t1pt,312,0,0,128
Benito van de Pas,312,20,292,20,272,20,20,t2pt,292,0,0,128
Benito van de Pas,312,20,292,20,272,20,20,t3pt,272,0,0,128
Benito van de Pas,252,20,232,T20,172,1,20,t1pt,252,0,0,128
Benito van de Pas,252,20,232,T20,172,1,60,t2pt,232,0,1,128
Benito van de Pas,501,20,481,20,461,19,20,t1pt,501,1,0,129
Benito van de Pas,501,20,481,20,461,19,20,t2pt,481,1,0,129
Benito van de Pas,501,20,481,20,461,19,19,t3pt,461,1,0,129
Benito van de Pas,442,T1,439,20,419,19,3,t1pt,442,1,0,129
Benito van de Pas,442,T1,439,20,419,19,20,t2pt,439,1,0,129
Benito van de Pas,442,T1,439,20,419,19,19,t3pt,419,1,0,129
Benito van de Pas,400,20,380,19,361,19,20,t1pt,400,1,0,129
Benito van de Pas,400,20,380,19,361,19,19,t2pt,380,1,0,129
Benito van de Pas,400,20,380,19,361,19,19,t3pt,361,1,0,129
Benito van de Pas,342,20,322,19,303,19,20,t1pt,342,1,0,129
Benito van de Pas,342,20,322,19,303,19,19,t2pt,322,1,0,129
Benito van de Pas,342,20,322,19,303,19,19,t3pt,303,1,0,129
Benito van de Pas,501,20,481,20,461,20,20,t1pt,501,0,0,130
Benito van de Pas,501,20,481,20,461,20,20,t2pt,481,0,0,130
Benito van de Pas,501,20,481,20,461,20,20,t3pt,461,0,0,130
Benito van de Pas,441,T20,381,T20,321,T20,60,t1pt,441,0,1,130
Benito van de Pas,441,T20,381,T20,321,T20,60,t2pt,381,0,1,130
Benito van de Pas,441,T20,381,T20,321,T20,60,t3pt,321,0,1,130
Benito van de Pas,261,T20,201,T20,141,T20,60,t1pt,261,0,1,130
Benito van de Pas,261,T20,201,T20,141,T20,60,t2pt,201,0,1,130
Benito van de Pas,501,20,481,20,461,T19,20,t1pt,501,1,0,131
Benito van de Pas,501,20,481,20,461,T19,20,t2pt,481,1,0,131
Benito van de Pas,501,20,481,20,461,T19,57,t3pt,461,1,1,131
Benito van de Pas,404,T20,344,T19,287,T19,60,t1pt,404,1,1,131
Benito van de Pas,404,T20,344,T19,287,T19,57,t2pt,344,1,1,131
Benito van de Pas,404,T20,344,T19,287,T19,57,t3pt,287,1,1,131
Benito van de Pas,230,T20,170,T20,110,T20,60,t1pt,230,1,1,131
Benito van de Pas,501,20,481,T20,421,T20,20,t1pt,501,1,0,132
Benito van de Pas,501,20,481,T20,421,T20,60,t2pt,481,1,1,132
Benito van de Pas,501,20,481,T20,421,T20,60,t3pt,421,1,1,132
Benito van de Pas,361,T20,301,T20,241,20,60,t1pt,361,1,1,132
Benito van de Pas,361,T20,301,T20,241,20,60,t2pt,301,1,1,132
Benito van de Pas,361,T20,301,T20,241,20,20,t3pt,241,1,0,132
Benito van de Pas,221,20,201,19,182,T18,20,t1pt,221,1,0,132
Benito van de Pas,221,20,201,19,182,T18,19,t2pt,201,1,0,132
Benito van de Pas,221,20,201,19,182,T18,54,t3pt,182,1,1,132
Benito van de Pas,501,20,481,19,462,1,20,t1pt,501,1,0,133
Benito van de Pas,501,20,481,19,462,1,19,t2pt,481,1,0,133
Benito van de Pas,501,20,481,19,462,1,1,t3pt,462,1,0,133
Benito van de Pas,461,20,441,20,421,1,20,t1pt,461,1,0,133
Benito van de Pas,461,20,441,20,421,1,20,t2pt,441,1,0,133
Benito van de Pas,461,20,441,20,421,1,1,t3pt,421,1,0,133
Benito van de Pas,420,20,400,T19,343,T19,20,t1pt,420,1,0,133
Benito van de Pas,420,20,400,T19,343,T19,57,t2pt,400,1,1,133
Benito van de Pas,420,20,400,T19,343,T19,57,t3pt,343,1,1,133
Benito van de Pas,286,T20,226,19,207,T18,60,t1pt,286,1,1,133
Benito van de Pas,286,T20,226,19,207,T18,19,t2pt,226,1,0,133
Benito van de Pas,286,T20,226,19,207,T18,54,t3pt,207,1,1,133
Benito van de Pas,501,20,481,20,461,19,20,t1pt,501,0,0,134
Benito van de Pas,501,20,481,20,461,19,20,t2pt,481,0,0,134
Benito van de Pas,501,20,481,20,461,19,19,t3pt,461,0,0,134
Benito van de Pas,442,T20,382,T20,322,20,60,t1pt,442,0,1,134
Benito van de Pas,442,T20,382,T20,322,20,60,t2pt,382,0,1,134
Benito van de Pas,442,T20,382,T20,322,20,20,t3pt,322,0,0,134
Benito van de Pas,302,T20,242,20,222,20,60,t1pt,302,0,1,134
Benito van de Pas,302,T20,242,20,222,20,20,t2pt,242,0,0,134
Benito van de Pas,302,T20,242,20,222,20,20,t3pt,222,0,0,134
Benito van de Pas,202,T20,142,20,122,20,60,t1pt,202,0,1,134
Benito van de Pas,501,T20,441,T20,381,T20,60,t1pt,501,1,1,135
Benito van de Pas,501,T20,441,T20,381,T20,60,t2pt,441,1,1,135
Benito van de Pas,501,T20,441,T20,381,T20,60,t3pt,381,1,1,135
Benito van de Pas,321,T20,261,T20,201,20,60,t1pt,321,1,1,135
Benito van de Pas,321,T20,261,T20,201,20,60,t2pt,261,1,1,135
Benito van de Pas,321,T20,261,T20,201,20,20,t3pt,201,1,0,135
Benito van de Pas,181,20,161,20,141,T20,20,t1pt,181,1,0,135
Benito van de Pas,501,20,481,T20,421,T5,20,t1pt,501,0,0,136
Benito van de Pas,501,20,481,T20,421,T5,60,t2pt,481,0,1,136
Benito van de Pas,501,20,481,T20,421,T5,15,t3pt,421,0,0,136
Benito van de Pas,406,T20,346,T20,286,19,60,t1pt,406,0,1,136
Benito van de Pas,406,T20,346,T20,286,19,60,t2pt,346,0,1,136
Benito van de Pas,406,T20,346,T20,286,19,19,t3pt,286,0,0,136
Benito van de Pas,267,20,247,T20,187,20,20,t1pt,267,0,0,136
Benito van de Pas,267,20,247,T20,187,20,60,t2pt,247,0,1,136
Benito van de Pas,267,20,247,T20,187,20,20,t3pt,187,0,0,136
Benito van de Pas,501,20,481,T20,421,20,20,t1pt,501,1,0,137
Benito van de Pas,501,20,481,T20,421,20,60,t2pt,481,1,1,137
Benito van de Pas,501,20,481,T20,421,20,20,t3pt,421,1,0,137
Benito van de Pas,401,20,381,20,361,19,20,t1pt,401,1,0,137
Benito van de Pas,401,20,381,20,361,19,20,t2pt,381,1,0,137
Benito van de Pas,401,20,381,20,361,19,19,t3pt,361,1,0,137
Benito van de Pas,342,20,322,20,302,T19,20,t1pt,342,1,0,137
Benito van de Pas,342,20,322,20,302,T19,20,t2pt,322,1,0,137
Benito van de Pas,342,20,322,20,302,T19,57,t3pt,302,1,1,137
Benito van de Pas,245,T20,185,20,165,T20,60,t1pt,245,1,1,137
Benito van de Pas,245,T20,185,20,165,T20,20,t2pt,185,1,0,137
Benito van de Pas,501,20,481,7,474,T18,20,t1pt,501,0,0,138
Benito van de Pas,501,20,481,7,474,T18,7,t2pt,481,0,0,138
Benito van de Pas,501,20,481,7,474,T18,54,t3pt,474,0,1,138
Benito van de Pas,420,20,400,T20,340,T20,20,t1pt,420,0,0,138
Benito van de Pas,420,20,400,T20,340,T20,60,t2pt,400,0,1,138
Benito van de Pas,420,20,400,T20,340,T20,60,t3pt,340,0,1,138
Benito van de Pas,280,20,260,19,241,T18,20,t1pt,280,0,0,138
Benito van de Pas,280,20,260,19,241,T18,19,t2pt,260,0,0,138
Benito van de Pas,280,20,260,19,241,T18,54,t3pt,241,0,1,138
